""
MEDAGE_ACS
BLACK_ACS
QNATAM_ACS
QASIAN_ACS
QHISP_ACS
QAGEDEP_ACS
QPUNIT_ACS
PRENTER_ACS
QNRRES_ACS
QFEMALE_ACS
QFHH_ACS
QUNOCCHU_ACS
PERCAP_ALT
QESL_ALT
QCVLUN
QPOVTY
QMOHO
QED12LES_ALT
QFEMLBR
QEXTRCT_ALT
QSERV_ALT
QSSBEN
QNOAUTO_ALT
QFAM
QRICH200K
MDGRENT_ALT
MHSEVAL_ALT
POPDENS
